Engineering_Branch,Student_Status,CGPA,Python_Proficiency,CPP_Proficiency,Java_Proficiency,MATLAB_Proficiency,DSA_Understanding,Database_SQL_Understanding,OOP_Understanding,OS_Understanding,Technical_Tools,Project_Count,Project_Domain,Internship_Experience,Preparation_Domain,Confidence_Level,Job_Role
AI,Alumni (Graduated),7.86,3,5,3,1,4,4,4,3,Circuit design tools; Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau),5+,Core Engineering,Electronics / Embedded Internship,Consulting / Management,3.0,Software Developer
Civil,4th year student,8.78,1,1,1,3,3,2,3,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD),3-4,Core Engineering,Core Engineering Internship,Core Engineering,2.0,Civil Engineer
Metallurgy,Alumni (Graduated),7.66,2,3,1,5,2,3,2,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); MATLAB / Simulink,5+,Core Engineering,Core Engineering Internship,Core Engineering,4.0,Mechanical Design Engineer
ECE,Alumni (Graduated),7.3,2,5,3,3,4,2,2,5,ANSYS / Simulation tools; Circuit design tools; Embedded systems / microcontrollers; MATLAB / Simulink,3-4,Robotics / Embedded Systems,Electronics / Embedded Internship,Embedded Systems / Electronics,3.0,Embedded Systems Engineer
Civil,4th year student,8.84,5,3,3,3,5,3,4,2,Data Analysis (Python / Excel / Pandas); MATLAB / Simulink; Machine Learning / Deep Learning,5+,Data Science / AI,No internship,Consulting / Management,4.0,Machine Learning Engineer
AI,4th year student,8.36,5,3,2,4,3,3,4,4,Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,3-4,Data Science / AI,No internship,Software Development,3.0,Machine Learning Engineer
AI,4th year student,8.1,3,4,3,2,4,1,4,3,Data Analysis (Python / Excel / Pandas); MATLAB / Simulink,3-4,Software Development,Software Development Internship,Consulting / Management,3.0,Software Developer
Mechanical,Alumni (Graduated),8.98,3,2,1,3,2,1,1,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); MATLAB / Simulink,5+,Core Engineering,Core Engineering Internship,Core Engineering,5.0,Mechanical Design Engineer
ECE,4th year student,7.69,4,3,5,2,4,3,5,4,CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas),5+,Software Development,Software Development Internship,Software Development,4.0,Software Developer
Metallurgy,4th year student,7.46,1,1,1,3,1,1,1,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Data Visualization (PowerBI / Tableau),5+,Software Development,Core Engineering Internship,Core Engineering,5.0,Manufacturing Engineer
Electrical,4th year student,6.79,1,4,3,3,2,3,4,3,Circuit design tools; Embedded systems / microcontrollers; MATLAB / Simulink,3-4,Robotics / Embedded Systems,Electronics / Embedded Internship,Embedded Systems / Electronics,3.0,Embedded Systems Engineer
CSE,4th year student,7.7,5,4,1,5,2,4,2,4,Circuit design tools; Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Embedded systems / microcontrollers; MATLAB / Simulink; Machine Learning / Deep Learning,3-4,Robotics / Embedded Systems,Electronics / Embedded Internship,Embedded Systems / Electronics,5.0,Embedded Systems Engineer
AI,Alumni (Graduated),7.72,2,2,2,5,3,2,1,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); MATLAB / Simulink,1-2,Core Engineering,Core Engineering Internship,Core Engineering,3.0,Mechanical Design Engineer
ECE,4th year student,8.88,5,3,4,2,2,4,3,4,CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); MATLAB / Simulink,5+,Software Development,Software Development Internship,Software Development,3.0,DevOps Engineer
CSE,Alumni (Graduated),6.71,3,5,4,1,5,2,5,2,Data Analysis (Python / Excel / Pandas); Embedded systems / microcontrollers,3-4,Software Development,Software Development Internship,Software Development,4.0,Software Developer
Metallurgy,4th year student,7.38,3,1,2,3,3,2,2,3,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); MATLAB / Simulink,3-4,Core Engineering,Core Engineering Internship,Core Engineering,5.0,Mechanical Design Engineer
Civil,4th year student,7.27,1,2,2,3,1,1,2,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Embedded systems / microcontrollers,1-2,Core Engineering,Core Engineering Internship,Core Engineering,3.0,Civil Engineer
CSE,4th year student,7.82,3,3,1,3,2,4,3,3,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Embedded systems / microcontrollers,3-4,Data Science / AI,Data Science / AI Internship,Data Science / AI,3.0,Data Analyst
ECE,Alumni (Graduated),7.48,3,4,3,3,3,2,2,2,ANSYS / Simulation tools; Circuit design tools; Embedded systems / microcontrollers; MATLAB / Simulink,3-4,Robotics / Embedded Systems,Electronics / Embedded Internship,Embedded Systems / Electronics,3.0,Embedded Systems Engineer
CSE,4th year student,8.44,3,5,3,2,4,3,5,4,Data Analysis (Python / Excel / Pandas),1-2,Software Development,Data Science / AI Internship,Software Development,4.0,Software Developer
ECE,4th year student,9.21,5,3,2,2,4,3,3,4,Circuit design tools; Data Analysis (Python / Excel / Pandas); MATLAB / Simulink; Machine Learning / Deep Learning,3-4,Software Development,Data Science / AI Internship,Data Science / AI,4.0,Machine Learning Engineer
AI,4th year student,8.49,4,3,4,1,3,4,2,5,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau),5+,Software Development,Software Development Internship,Software Development,4.0,DevOps Engineer
AI,4th year student,7.09,3,3,3,1,2,4,3,4,CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas),3-4,Software Development,Software Development Internship,Consulting / Management,4.0,DevOps Engineer
Chemical,4th year student,8.05,2,3,1,3,2,1,1,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Circuit design tools; Data Analysis (Python / Excel / Pandas),1-2,Core Engineering,No internship,Core Engineering,4.0,Manufacturing Engineer
Mechanical,4th year student,7.97,1,1,2,4,2,1,1,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD),1-2,Core Engineering,No internship,Core Engineering,4.0,Civil Engineer
ECE,Alumni (Graduated),8.23,4,2,4,2,3,4,3,2,CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Machine Learning / Deep Learning,1-2,Data Science / AI,Data Science / AI Internship,Data Science / AI,5.0,Data Scientist
CSE,Alumni (Graduated),8.01,4,4,1,3,3,4,2,3,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Machine Learning / Deep Learning,3-4,Data Science / AI,Data Science / AI Internship,Data Science / AI,4.0,Data Analyst
Mechanical,4th year student,7.88,1,2,1,2,1,2,1,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,0,Core Engineering,Data Science / AI Internship,Core Engineering,3.0,Civil Engineer
Mechanical,4th year student,5.8,2,3,1,5,3,1,1,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Circuit design tools; Data Analysis (Python / Excel / Pandas); Embedded systems / microcontrollers; MATLAB / Simulink,1-2,Mixed domains,Core Engineering Internship,Consulting / Management,4.0,Mechanical Design Engineer
CSE,4th year student,8.77,5,3,2,4,5,3,2,3,Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,5+,Robotics / Embedded Systems,Data Science / AI Internship,Data Science / AI,5.0,Machine Learning Engineer
CSE,4th year student,7.27,3,3,4,3,3,1,4,4,Circuit design tools; MATLAB / Simulink,3-4,Core Engineering,Electronics / Embedded Internship,Data Science / AI,3.0,Embedded Systems Engineer
ECE,4th year student,8.81,4,2,2,4,3,1,2,3,Circuit design tools; Data Analysis (Python / Excel / Pandas); Embedded systems / microcontrollers; MATLAB / Simulink,3-4,Robotics / Embedded Systems,No internship,Consulting / Management,3.0,Embedded Systems Engineer
ECE,Alumni (Graduated),7.9,4,4,5,1,5,3,4,3,Data Analysis (Python / Excel / Pandas),5+,Software Development,Software Development Internship,Software Development,4.0,Software Developer
CSE,4th year student,7.24,2,4,1,4,4,4,4,5,ANSYS / Simulation tools; Circuit design tools; Data Analysis (Python / Excel / Pandas); Embedded systems / microcontrollers; MATLAB / Simulink,3-4,Robotics / Embedded Systems,Electronics / Embedded Internship,Embedded Systems / Electronics,4.0,Embedded Systems Engineer
Metallurgy,4th year student,8.51,2,3,1,3,2,2,3,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); MATLAB / Simulink,1-2,Core Engineering,No internship,Core Engineering,3.0,Mechanical Design Engineer
CSE,4th year student,8.23,4,2,2,5,3,5,4,1,CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Machine Learning / Deep Learning,3-4,Data Science / AI,Data Science / AI Internship,Data Science / AI,3.0,Data Scientist
Mechanical,4th year student,8.34,3,4,2,3,2,1,1,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Embedded systems / microcontrollers; MATLAB / Simulink,3-4,Core Engineering,Core Engineering Internship,Software Development,4.0,Mechanical Design Engineer
ECE,Alumni (Graduated),6.89,2,3,1,4,5,1,3,4,Circuit design tools; Embedded systems / microcontrollers; MATLAB / Simulink; Machine Learning / Deep Learning,1-2,Robotics / Embedded Systems,No internship,Embedded Systems / Electronics,3.0,Embedded Systems Engineer
Electrical,4th year student,6.92,3,3,3,1,4,5,4,4,Data Analysis (Python / Excel / Pandas); Embedded systems / microcontrollers; MATLAB / Simulink,3-4,Software Development,Software Development Internship,Software Development,4.0,DevOps Engineer
CSE,4th year student,8.46,5,2,4,2,5,4,4,2,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Machine Learning / Deep Learning,3-4,Data Science / AI,Data Science / AI Internship,Embedded Systems / Electronics,2.0,Data Scientist
Civil,4th year student,6.12,1,2,1,5,2,1,1,2,CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); Embedded systems / microcontrollers,1-2,Core Engineering,Core Engineering Internship,Core Engineering,2.0,Civil Engineer
ECE,4th year student,8.87,5,4,1,2,4,3,3,3,Circuit design tools; Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,5+,Software Development,Data Science / AI Internship,Data Science / AI,4.0,Machine Learning Engineer
Chemical,Alumni (Graduated),7.06,2,2,2,4,1,1,2,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Circuit design tools; Machine Learning / Deep Learning,1-2,Core Engineering,Core Engineering Internship,Core Engineering,3.0,Manufacturing Engineer
Mechanical,4th year student,6.79,2,3,2,4,2,1,1,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); MATLAB / Simulink,3-4,Core Engineering,Core Engineering Internship,Core Engineering,2.0,Mechanical Design Engineer
Civil,4th year student,6.67,1,2,1,4,2,2,1,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD),0,Software Development,Core Engineering Internship,Core Engineering,4.0,Civil Engineer
ECE,Alumni (Graduated),7.96,3,5,4,2,5,3,5,4,CAD tools (SolidWorks / CATIA / AutoCAD); Circuit design tools; Data Analysis (Python / Excel / Pandas); Embedded systems / microcontrollers,5+,Software Development,Electronics / Embedded Internship,Software Development,3.0,Software Developer
AI,4th year student,7.59,4,3,3,1,3,3,2,1,ANSYS / Simulation tools; Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); MATLAB / Simulink,3-4,Data Science / AI,No internship,Data Science / AI,4.0,Data Analyst
Electrical,4th year student,7.66,2,5,2,4,2,1,2,4,Circuit design tools; Embedded systems / microcontrollers; MATLAB / Simulink,5+,Robotics / Embedded Systems,Electronics / Embedded Internship,Consulting / Management,3.0,Embedded Systems Engineer
CSE,4th year student,8.52,4,5,5,1,4,4,5,3,ANSYS / Simulation tools; Circuit design tools; Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,1-2,Software Development,Software Development Internship,Software Development,5.0,Software Developer
Mechanical,4th year student,8.96,3,2,2,3,1,2,1,3,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Circuit design tools; MATLAB / Simulink,5+,Core Engineering,Core Engineering Internship,Core Engineering,4.0,Mechanical Design Engineer
CSE,4th year student,5.96,3,5,3,2,4,4,2,1,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); MATLAB / Simulink,3-4,Data Science / AI,Data Science / AI Internship,Data Science / AI,4.0,Data Analyst
ECE,Alumni (Graduated),9.56,5,3,2,3,3,3,4,3,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Machine Learning / Deep Learning,3-4,Data Science / AI,No internship,Data Science / AI,4.0,Data Scientist
Electrical,Alumni (Graduated),6.68,3,3,1,2,3,4,2,2,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Machine Learning / Deep Learning,0,Data Science / AI,Data Science / AI Internship,Data Science / AI,1.0,Data Analyst
ECE,Alumni (Graduated),7.87,4,5,4,2,3,5,3,3,Data Analysis (Python / Excel / Pandas); MATLAB / Simulink,5+,Software Development,Software Development Internship,Software Development,3.0,Software Developer
Electrical,Alumni (Graduated),6.43,5,2,3,4,1,5,3,4,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau),1-2,Software Development,No internship,Data Science / AI,2.0,Data Analyst
Electrical,4th year student,7.21,5,2,2,4,2,4,2,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Circuit design tools; Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Embedded systems / microcontrollers,1-2,Data Science / AI,Data Science / AI Internship,Data Science / AI,4.0,Data Analyst
CSE,4th year student,7.41,3,1,2,3,2,5,3,3,ANSYS / Simulation tools; Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); MATLAB / Simulink,3-4,Data Science / AI,Data Science / AI Internship,Data Science / AI,5.0,Data Analyst
AI,4th year student,7.33,2,3,2,3,4,4,3,5,Data Analysis (Python / Excel / Pandas),1-2,Software Development,Software Development Internship,Software Development,4.0,DevOps Engineer
Mechanical,4th year student,7.82,3,3,2,4,2,2,1,3,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Circuit design tools; MATLAB / Simulink,5+,Mixed domains,Core Engineering Internship,Consulting / Management,3.0,Mechanical Design Engineer
Mechanical,Alumni (Graduated),6.36,2,2,2,4,1,1,2,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); MATLAB / Simulink,1-2,Core Engineering,No internship,Core Engineering,4.0,Mechanical Design Engineer
AI,Alumni (Graduated),7.21,4,2,2,3,3,4,2,1,CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); MATLAB / Simulink,5+,Data Science / AI,No internship,Embedded Systems / Electronics,5.0,Data Analyst
Mechanical,Alumni (Graduated),7.5,1,1,1,1,2,4,2,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); MATLAB / Simulink,3-4,Core Engineering,Core Engineering Internship,Core Engineering,2.0,Manufacturing Engineer
AI,4th year student,8.54,4,5,4,1,4,4,4,3,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Embedded systems / microcontrollers,1-2,Software Development,Data Science / AI Internship,Data Science / AI,5.0,Software Developer
Electrical,Alumni (Graduated),7.87,3,2,1,3,4,4,3,2,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau),3-4,Data Science / AI,Data Science / AI Internship,Embedded Systems / Electronics,3.0,Data Analyst
CSE,4th year student,8.02,4,4,2,5,5,4,3,3,CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Embedded systems / microcontrollers; Machine Learning / Deep Learning,5+,Data Science / AI,Data Science / AI Internship,Data Science / AI,5.0,Data Scientist
ECE,4th year student,7.09,3,1,3,1,2,4,3,4,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau),3-4,Data Science / AI,Data Science / AI Internship,Consulting / Management,4.0,Data Analyst
Electrical,4th year student,,3,4,1,4,3,2,3,3,ANSYS / Simulation tools; Circuit design tools; Embedded systems / microcontrollers; MATLAB / Simulink,1-2,Robotics / Embedded Systems,Software Development Internship,Embedded Systems / Electronics,5.0,Embedded Systems Engineer
Electrical,Alumni (Graduated),10.0,5,3,5,2,3,2,2,4,CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas),5+,Software Development,Software Development Internship,Software Development,3.0,DevOps Engineer
ECE,4th year student,7.76,5,3,3,2,3,4,3,3,ANSYS / Simulation tools; Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Embedded systems / microcontrollers,1-2,Data Science / AI,Data Science / AI Internship,Data Science / AI,3.0,Data Analyst
AI,Alumni (Graduated),7.87,5,3,1,4,4,4,3,2,CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Machine Learning / Deep Learning,3-4,Data Science / AI,Data Science / AI Internship,Data Science / AI,4.0,Data Scientist
ECE,4th year student,6.7,3,2,3,2,3,3,4,4,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Circuit design tools,5+,Software Development,Software Development Internship,Data Science / AI,4.0,DevOps Engineer
Mechanical,4th year student,7.35,2,2,2,5,2,1,3,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); MATLAB / Simulink,1-2,Core Engineering,Core Engineering Internship,Core Engineering,4.0,Mechanical Design Engineer
